4G bands,,Features,Talk time_1,Technology,Stand-by,Camera,Brand,Battery (old),CPU,_4,Music play,Type,Colors,Dual or Triple,3G bands,_6,Announced,_7,Positioning,Model Image,Dual,Call records,Single_1,Clock,OS,3.5mm jack,Triple,Protection,Phonebook,Internal,USB,Talk time,Model Name,_3,Card slot,Display,Single,SAR EU,Dimensions,5G bands,Charging,Build,NFC,Java,GPRS,Video,Performance,Features_1,Loudspeaker_1,GPU,_5,Resolution,_10,_1,Radio,Infrared port,2G bands,Price,_2,_8,Status,Video_1,Size,Audio quality,Speed,Loudspeaker,Quad,Browser,_9,Models,Chipset,Bluetooth,Type_1,Weight,SIM,Games,Languages,Stand-by_1,EDGE,Sensors,WLAN,Keyboard,Messaging,Alert types,Alarm,SAR
,No,,,GSM / HSPA,Up to 330 h,,LG,,800 MHz ARMv6,,,"TFT, 256K colors",Black,,HSDPA 900 / 2100 - SIM 1 only,,"2011, Q3",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-net-dual.jpg,,,,,Android 2.3.4 (Gingerbread),Yes,,,,150MB 512MB RAM,microUSB 2.0,Up to 5 h,LG Optimus Net Dual,,"microSDHC (dedicated slot), 2 GB included",,"3.15 MP, AF",1.26 W/kg (head)     1.15 W/kg (body),114 x 59 x 12.1 mm (4.49 x 2.32 x 0.48 in),,,,,,,480p,,,,Adreno 200,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,About 80 EUR,,,Discontinued,,"3.2 inches, 30.5 cm2(~45.3% screen-to-body ratio)",,HSPA 7.2/5.76 Mbps,Yes,,,,,Qualcomm MSM7227T Snapdragon S1,"3.0, A2DP",Removable Li-Ion 1500 mAh battery,102 g (3.60 oz),"Dual SIM (Mini-SIM, dual stand-by)",,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g, hotspot, DLNA",,,,,
,No,,,GSM / HSPA,Up to 450 h,,LG,,800 MHz ARM 11,,,"TFT, 256K colors",Black,,HSDPA 900 / 2100,,"2011, July. Released 2011, July",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-net.jpg,,,,,Android 2.3.3 (Gingerbread),Yes,,,,512MB 512MB RAM,microUSB 2.0,Up to 9 h,LG Optimus Net,,"microSDHC (dedicated slot), 2 GB included",,"3.15 MP, AF",,113.5 x 59 x 12.1 mm (4.47 x 2.32 x 0.48 in),,,,O2 UK only,,,480p@24fps,,,,Adreno 200,,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 80 EUR,,,Discontinued,,"3.2 inches, 30.5 cm2(~45.5% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,Yes,,,,,Qualcomm MSM7227Т Snapdragon S1,"3.0, A2DP, EDR",Removable Li-Ion 1500 mAh battery,129.2 g (4.55 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, hotspot, DLNA",,,,,0.57 W/kg (head)     1.10 W/kg (body)
4,HDMI portMP4/H.264/DivX playerMP3/WAV/WMA/eAAC+ playerDocument viewerPhoto editorOrganizerVoice memo/dial/commandsPredictive text input (Swype),LED flash,,CDMA / EVDO / LTE,Up to 200 h,,LG,,1.0 GHz Scorpion,,,TFT,Black,,CDMA2000 1xEV-DO,,"2011, September. Released 2011, October",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/LG-Esteem-MS910.jpg,,,1.3 MP,,Android 2.3.4 (Gingerbread),Yes,,Corning Gorilla Glass,,8GB 512MB RAM,microUSB 2.0,Up to 3 h 30 min,LG Esteem MS910,,microSDHC (dedicated slot),,"5 MP, AF",,128 x 67 x 13 mm (5.04 x 2.64 x 0.51 in),,,,,,,720p,,,,Adreno 205,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",,,No,,CDMA 800 / 1900,About 150 EUR,,,Discontinued,,"4.3 inches, 52.6 cm2(~61.4% screen-to-body ratio)",,"EV-DO Rev.A 3.1 Mbps, LTE",Yes,,,,,Qualcomm MSM8655 Snapdragon S2,"3.0, A2DP, EDR",Removable Li-Ion 1500 mAh battery,172 g (6.07 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,,0.85 W/kg (head)     0.79 W/kg (body)
,"Optimus UI, Gesture UI",LED flash,,CDMA / EVDO,,,LG,,1.0 GHz,,,IPS LCD,Black,,CDMA2000 1xEV-DO,,"2011, September. Released 2011, October",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-larquee-ls855.jpg,,,2 MP,,Android 2.3 (Gingerbread),Yes,,Corning Gorilla Glass,,4GB 512MB RAM,microUSB 2.0,Up to 6 h 30 min,LG Marquee LS855,,"microSDHC (dedicated slot), 2 GB included",,"5 MP, AF",,122 x 64 x 9 mm (4.80 x 2.52 x 0.35 in),,,,,,,720p@30fps,,,,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,MP4/DivX/Xvid/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memo/dial/commandsPredictive text input (Swype),"Stereo FM radio, RDS",,CDMA 800 / 1900,About 90 EUR,,,Discontinued,,"4.0 inches, 45.5 cm2(~58.3% screen-to-body ratio)",,EV-DO Rev.A 3.1 Mbps,Yes,,,,,,"3.0, A2DP",Removable Li-Ion 1500 mAh battery,112 g (3.95 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,,0.69 W/kg (head)     0.77 W/kg (body)
,"Optimus UI 2.0, Gesture UI 2.0",LED flash,,GSM / HSPA,,,LG,,1.0 GHz Cortex-A8,,,IPS LCD,White,,HSDPA 900 / 1900 / 2100,,"2011, July. Released 2011, July",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-white.jpg,,,2 MP,,"Android 2.2 (Froyo), 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Yes,,Corning Gorilla Glass,,2GB 512MB RAM,microUSB 2.0,,LG Optimus Black (White version),,microSDHC (dedicated slot),,"5 MP, AF",1.27 W/kg (head),122 x 64 x 9.2 mm (4.80 x 2.52 x 0.36 in),,,,,,,720p@30fps,,,,PowerVR SGX530,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,MP4/DivX/Xvid/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memo/dial/commandsPredictive text input,"Stereo FM radio, RDS",,GSM 850 / 900 / 1800 / 1900,About 140 EUR,,,Discontinued,,"4.0 inches, 45.5 cm2(~58.3% screen-to-body ratio)",,HSPA 7.2/5.76 Mbps,Yes,,,,,TI OMAP 3630,"2.1, A2DP, EDR",Removable Li-Ion 1500 mAh battery,109 g (3.84 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,,
,No,,,GSM / HSPA,Up to 852 h,,LG,,800 MHz ARM 11,,,"TFT, 256K colors",Black,,HSDPA 900 / 2100,,"2011, July. Released 2011, September",,"GPS, A-GPS",https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-pro.jpg,,,,,Android 2.3.3 (Gingerbread),Yes,,,,512MB 256MB RAM,microUSB 2.0,Up to 13 h 30 min,LG Optimus Pro C660,,"microSDHC (dedicated slot), 2 GB included",,3.15 MP,1.28 W/kg (head)     1.12 W/kg (body),119.5 x 59.7 x 12.9 mm (4.70 x 2.35 x 0.51 in),,,,,,,480p@24fps,,,,Adreno 200,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,MP4/H.264 playerMP3/WAV/eAAC+ playerDocument viewerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 70 EUR,,,Discontinued,,"2.8 inches, 24.3 cm2(~34.0% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,Yes,,,,,Qualcomm MSM7227T Snapdragon S1,3.0,Removable Li-Ion 1500 mAh battery,129 g (4.55 oz),Mini-SIM,,,,,"Accelerometer, proximity, compass","Wi-Fi 802.11 b/g/n, hotspot",QWERTY,,,,0.43 W/kg (head)     0.94 W/kg (body)
,GSM 900 / 1800 / 1900 - SIM 2,,,GSM,Up to 559 h,,LG,,,,,"TFT, 256K colors",Black,,,,"2011, August. Released 2011, Q3",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-s365.jpg,,Yes,,,,Yes,,,"1000 entries, Photocall",,2.0,Up to 14 h 30 min,LG S365,,microSDHC (dedicated slot),,2 MP,1.26 W/kg (head)     1.30 W/kg (body),117 x 50.9 x 11.5 mm (4.61 x 2.00 x 0.45 in),,,,,"Yes, MIDP 2.1",Yes,QCIF,,,,,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,No,FM radio,,GSM 900 / 1800 / 1900 - SIM1,About 60 EUR,SNS widgetsMP3/MP4 player,,Discontinued,,"2.4 inches, 17.8 cm2(~30.0% screen-to-body ratio)",,,Yes,,,,,,Yes,Removable Li-Ion 900 mAh battery,85 g (3.00 oz),"Dual SIM (Mini-SIM, dual stand-by)",No,,,Yes,,Wi-Fi 802.11 b/g,,"SMS, MMS, Email, IM",,,
,GSM 850 / 900 / 1800 / 1900,,,GSM / HSPA,Up to 328 h,,LG,,,,,"TFT, 256K colors",Black,,HSDPA 900 / 2100 - SIM 1 only,,"2011, July. Released 2011, Q3",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a350.jpg,,Yes,Yes,,,No,,,"1000 entries, Photocall",59MB 128MB RAM,2.0,Up to 12 h 30 min,LG A350,,"miniSD, up to 32 GB",,1.3 MP,1.55 W/kg (head)     1.29 W/kg (body),116 x 53.3 x 12.9 mm (4.57 x 2.10 x 0.51 in),,,,,"Yes, MIDP 2.1",,QCIF,,,,,,176 x 220 pixels (~128 ppi density),,SNS applicationsMP3/WAV/WMA/AAC playerMP4/H.264 playerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2,About 70 EUR,,,Discontinued,,"2.2 inches, 15.2 cm2(~24.6% screen-to-body ratio)",,HSPA 3.6/0.384 Mbps,Yes,,,,,,"2.1, A2DP, EDR",Removable Li-Ion 950 mAh battery,91.5 g (3.21 oz),Dual SIM (Mini-SIM),Yes,,,,,No,,"SMS, MMS, Email, IM",,,
,"Secondary external monochrome display, 96 x 96 pixels, 1 inch",,,GSM,Up to 450 h,,LG,,,,,"TFT, 256K colors",Black,,,,2011. Released 2011,,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a258.jpg,,Yes,,,,Yes,,,1000 entries,15MB,microUSB 2.0,Up to 4 h 30 min,LG A258,,microSDHC (dedicated slot),,2 MP,,97.5 x 49.1 x 16.5 mm (3.84 x 1.93 x 0.65 in),,,,,"Yes, MIDP 2.1",Class 12,QCIF@15fps,,,,,,176 x 220 pixels (~128 ppi density),,No,FM radio,,GSM 850 / 900 / 1800 / 1900,About 80 EUR,MP3/MP4 playerOraganizerPredictive text input,,Discontinued,,"2.2 inches, 15.2 cm2(~31.8% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,92 g (3.25 oz),Mini-SIM,Yes,,,Class 12,,No,,"SMS, MMS",,,
,"Secondary external monochrome display, 96 x 64 pixels, 1 inch",,,GSM,Up to 100 h,,LG,,,,,"TFT, 256K colors",Black,,,,"2011, July. Released 2011, July",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a250.jpg,,Yes,,,,Yes,,,1000 entries,10MB,microUSB 2.0,Up to 4 h,LG A250,,microSDHC (dedicated slot),,1.3 MP,0.57 W/kg (head)     0.82 W/kg (body),99.8 x 51 x 15.8 mm (3.93 x 2.01 x 0.62 in),,,,,"Yes, MIDP 2.1",Class 12,QCIF@15fps,,,,,,176 x 220 pixels (~128 ppi density),,No,FM radio,,GSM 850 / 900 / 1800 / 1900,About 80 EUR,MP3/MP4 playerOraganizerPredictive text input,,Discontinued,,"2.2 inches, 15.2 cm2(~29.9% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,92 g (3.25 oz),Mini-SIM,Yes,,,Class 12,,No,,"SMS, MMS",,,
,Flashlight,,,GSM,,,LG,,,,,"TFT, 65K colors",Black,,,,2011,,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a270.jpg,,Yes,,,,Yes,,,Yes,4MB,No,,LG A270,,"miniSD, up to 2 GB",,,1.49 W/kg (head),107.2 x 44.9 x 14.6 mm (4.22 x 1.77 x 0.57 in),,,,,,Yes,,,,,,,"128 x 128 pixels, 1:1 ratio (~125 ppi density)",,No,FM radio,,GSM 850 / 900 / 1800 / 1900,About 20 EUR,MP3 playerOrganizer,,Discontinued,,"1.45 inches, 6.8 cm2(~14.1% screen-to-body ratio)",,,Yes,,,,,,No,Removable Li-Ion 950 mAh battery,65.8 g (2.29 oz),Mini-SIM,No,,,No,,No,,SMS,,,1.28 W/kg (head)     0.42 W/kg (body)
,No,,,GSM,Up to 882 h,,LG,,,,,"TFT, 256K colors","Gray, Black, White",,,,"2012, February. Released 2012, February",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a290-new.jpg,,Yes,,,,Yes,,,"1000 entries, Photocall",19MB,microUSB 2.0,Up to 23 h 30 min,LG A290,,microSDHC (dedicated slot),,1.3 MP,1.16 W/kg (head)     0.89 W/kg (body),113.5 x 51 x 13 mm (4.47 x 2.01 x 0.51 in),,,,,Yes,Class 12,176x144@15fps,,,,Mediatek MT6253,,176 x 220 pixels (~128 ppi density),,MP3/AAC+/WMA playerMP4/H.263 playerOrganizerVoice memopredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2  & SIM 3,About 60 EUR,,,Discontinued,,"2.2 inches, 15.2 cm2(~26.3% screen-to-body ratio)",,,Yes,,,,,,"2.1, EDR",Removable Li-Ion 1500 mAh battery,92 g (3.25 oz),"Triple SIM (Mini-SIM, triple stand-by)",No,,,No,,No,,"SMS, MMS, Email",,,1.20 W/kg (head)     0.87 W/kg (body)
,GSM 900 / 1800 / 1900 - SIM 2,,,GSM,Up to 809 h,,LG,,,,,"TFT, 65K colors",Black,,,,"2011, July. Released 2011, October",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a230.jpg,,Yes,,,,No,,,1000 entries,25MB,2.0,Up to 17 h,LG A230,,"miniSD, up to 8 GB",,1.3 MP,1.43 W/kg (head)     1.44 W/kg (body),108.8 x 46.6 x 13.9 mm (4.28 x 1.83 x 0.55 in),,,,,"Yes, MIDP 2.1",Class 12,Yes,,,,,,128 x 160 pixels (~116 ppi density),,No,"FM radio, recording",,GSM 850 / 900 / 1800 / 1900 - SIM1,About 40 EUR,SNS widgetsMP3/MP4 player,,Discontinued,,"1.77 inches, 9.9 cm2(~19.4% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP",Removable Li-Ion 950 mAh battery,80 g (2.82 oz),Dual SIM (Mini-SIM),No,,,Class 12,,No,,"SMS, MMS, Email, IM",,,1.12 W/kg (head)     0.85 W/kg (body)
,GSM 900 / 1800 - SIM 2,,,GSM,Up to 730 h,,LG,,,,,"TFT, 65K colors",Black,,,,"2011, August. Released 2011, August",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a190.jpg,,Yes,,,,Yes,,,Yes,,No,Up to 9 h,LG A190,,No,,,0.94 W/kg (head)     0.86 W/kg (body),106.5 x 45 x 13.8 mm (4.19 x 1.77 x 0.54 in),,,,,,No,,,,,,,"128 x 128 pixels, 1:1 ratio (~119 ppi density)",,Flashlight,FM radio,,GSM 900 / 1800 - SIM1,About 40 EUR,No,,Discontinued,,"1.52 inches, 7.5 cm2(~15.6% screen-to-body ratio)",,,Yes,,,,,,No,Removable Li-Ion 950 mAh battery,66.5 g (2.33 oz),"Dual SIM (Mini-SIM, dual stand-by)",No,,,No,,No,,SMS,,,1.24 W/kg (head)     0.47 W/kg (body)
,No,,,GSM,Up to 100 h,,LG,,,,,"TFT, 65K colors",Black,,,,"2011, April. Released 2011, Q3",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a200.jpg,,Yes,,,,No,,,1000 entries,"64MB RAM, 128MB ROM",2.0,Up to 4 h,LG A200,,microSDHC (dedicated slot),,2 MP,0.95 W/kg (head)     0.99 W/kg (body),99.8 x 51 x 15.8 mm (3.93 x 2.01 x 0.62 in),,,,,"Yes, MIDP 2.1",Class 12,176x144,,,,,,176 x 220 pixels (~128 ppi density),,MP3/AAC+/WMA/WAV playerMP4/H.263 playerOrganizerPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 60 EUR,,,Discontinued,,"2.2 inches, 15.2 cm2(~29.9% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP",Removable Li-Ion 900 mAh battery,95 g (3.35 oz),Mini-SIM,No,,,Class 12,,No,,"SMS, MMS, Email, IM",,,0.60 W/kg (head)     0.44 W/kg (body)
,No,,,GSM,Up to 696 h,,LG,,,,,"TFT, 256K colors",Black,,,,"2011, August",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-cookie-duo-t515.jpg,,Yes,,,,No,,,"1000 entries, Photocall",50MB,microUSB 2.0,Up to 17 h,LG T515 Cookie Duo,,microSDHC (dedicated slot),,2 MP,0.92 W/kg (head)     0.86 W/kg (body),105 x 57.3 x 12.9 mm (4.13 x 2.26 x 0.51 in),,,,,"Yes, MIDP 2.1",Class 12,QCIF,,,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,SNS integrationMP4/H.263 playerMP3/AAC+ playerOrganizerDocument viewerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,About 60 EUR,,,Discontinued,,"2.8 inches, 24.3 cm2(~40.4% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP, EDR",Removable Li-Ion 1100 mAh battery,100 g (3.53 oz),"Dual SIM (Mini-SIM, dual stand-by)",Yes + downloadable,,,Class 12,,Wi-Fi 802.11 b/g,,"SMS, MMS, Email",,,
,No,,,GSM,Up to 696 h,,LG,,,,,"TFT, 256K colors",Black,,,,"2011, August",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-t510-new.jpg,,Yes,,,,No,,,"1000 entries, Photocall",50MB,microUSB 2.0,Up to 17 h,LG T510,,microSDHC (dedicated slot),,2 MP,0.95 W/kg (head)     0.61 W/kg (body),105 x 57.3 x 12.9 mm (4.13 x 2.26 x 0.51 in),,,,,"Yes, MIDP 2.1",Class 12,QCIF,,,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,SNS integrationMP4/H.263 playerMP3/AAC+ playerOrganizerDocument viewerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Discontinued,,"2.8 inches, 24.3 cm2(~40.4% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP, EDR",Removable Li-Ion 1100 mAh battery,100 g (3.53 oz),"Dual SIM (Mini-SIM, dual stand-by)",Yes + downloadable,,,Class 12,,No,,"SMS, MMS, Email",,,1.16 W/kg (head)     0.92 W/kg (body)
,No,,,GSM,Up to 550 h,,LG,,,,,"TFT, 256K colors",Black,,,,2011,,No,https://fdn2.gsmarena.com/vv/bigpic/lg-t505.jpg,,Yes,,,,Yes,,,"Yes, Photocall",60MB,2.0,Up to 6 h,LG T505,,microSDHC (dedicated slot),,2 MP,0.84 W/kg (head)     0.83 W/kg (body),105 x 57.3 x 12.9 mm (4.13 x 2.26 x 0.51 in),,,,,"Yes, MIDP 2.0",Yes,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,SNS integrationMP4/H.263 playerMP3/eAAC+/WAV playerOrganizerDocument viewerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 70 EUR,,,Discontinued,,"2.8 inches, 24.3 cm2(~40.4% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP",Removable Li-Ion 950 mAh battery,93 g (3.28 oz),Mini-SIM,Yes + downloadable,,,Yes,,Wi-Fi 802.11 b/g,,"SMS, MMS, Email, IM",,,1.17 W/kg (head)     0.65 W/kg (body)
,No,,,GSM,Up to 400 h,,LG,,,,,"TFT, 256K colors","White, Black, Red, Pink",,,,"2011, June. Released 2011, June",,No,https://fdn2.gsmarena.com/vv/bigpic/LG-EGO-Wi-Fi.jpg,,Yes,,,,Yes,,,"Yes, Photocall",50MB,2.0,Up to 5 h,LG EGO T500,,microSDHC (dedicated slot),,2 MP,1.07 W/kg (head)     0.76 W/kg (body),106 x 58 x 12 mm (4.17 x 2.28 x 0.47 in),,,,,"Yes, MIDP 2.0",Yes,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,SNS integrationMP4/H.263 playerMP3/eAAC+/WAV playerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 70 EUR,,,Discontinued,,"2.8 inches, 24.3 cm2(~39.5% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP, EDR",Removable Li-Ion 1280 mAh battery,86 g (3.03 oz),Mini-SIM,Yes,,,Yes,,No,,"SMS, MMS, Email, IM",,,0.97 W/kg (head)     0.32 W/kg (body)
,No,,,GSM / HSPA,Up to 300 h,,LG,,,,,"TFT, 256K colors",White,,HSDPA 850 / 1900 / 2100,,"2011, June. Released 2011, June",,No,https://fdn2.gsmarena.com/vv/bigpic/LG-EGO-Wi-Fi.jpg,,Yes,,,,No,,,"Yes, Photocall",50MB,microUSB 2.0,,LG EGO Wi-Fi,,microSDHC (dedicated slot),,2 MP,0.84 W/kg (head)     0.83 W/kg (body),106 x 58 x 12 mm (4.17 x 2.28 x 0.47 in),,,,,Yes,,Yes,,,,,,"240 x 320 pixels, 4:3 ratio",,SNS integrationMP4/H.263 playerMP3/AAC+ playerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 70 EUR,,,Discontinued,,"2.8 inches, 24.3 cm2(~39.5% screen-to-body ratio)",,HSPA,Yes,,WAP 2.0/xHTML,,,,Yes,Removable Li-Ion battery,86 g (3.03 oz),Mini-SIM,Yes + downloadable,,,,,Wi-Fi 802.11 b/g,,"SMS, MMS, Email",,,
,GSM 850 / 900 / 1800 / 1900 - SIM 2,,,GSM,,,LG,,,,,"TFT, 256K colors",Black/Silver,,,,"2011, Q2",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-c375-cookie-tweet.jpg,,Yes,,,,Yes,,,"1000 entries, Photocall",50MB,microUSB 2.0,,LG C375 Cookie Tweet,,microSDHC (dedicated slot),,2 MP,1.25 W/kg (head)     1.28 W/kg (body),113 x 61 x 12 mm (4.45 x 2.40 x 0.47 in),,,,,"Yes, MIDP 2.0",Yes,Yes,,,,,,"240 x 320 pixels, 4:3 ratio (~174 ppi density)",,No,FM Radio,,GSM 850 / 900 / 1800 / 1900 - SIM 1,About 70 EUR,MP3/eAAC+/WAV playerMP4/H.264 playerOrganizerVoice memoPredictive text input,,Discontinued,,"2.3 inches, 16.4 cm2(~23.8% screen-to-body ratio)",,,Yes,,,,,,"2.0, A2DP",Removable Li-Ion 950 mAh battery,92.5 g (3.25 oz),"Dual SIM (Mini-SIM, dual stand-by)",Yes,,,Yes,,Wi-Fi 802.11 b/g,QWERTY,"SMS, MMS, Email, IM",,,1.07 W/kg (head)     0.57 W/kg (body)
,No,,,GSM,Up to 100 h,,LG,,,,,"TFT, 256K colors",Black,,,,2011,,No,https://fdn2.gsmarena.com/vv/bigpic/lg-c365.jpg,,Yes,,,,Yes,,,"1000 contacts, Photocall",78MB,microUSB 2.0,Up to 4 h,LG C365,,microSDHC (dedicated slot),,2 MP,1.25 W/kg (head)     1.28 W/kg (body),113.6 x 61.9 x 12.9 mm (4.47 x 2.44 x 0.51 in),,,,,"Yes, MIDP 2.0",Class 12,QCIF@15fps,,,,,,"320 x 240 pixels, 4:3 ratio (~174 ppi density)",,SNS integrationMP3/eAAC+/WAV playerMP4/H.263 playerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,,,,Discontinued,,"2.3 inches, 16.4 cm2(~23.3% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP",Removable Li-Ion 950 mAh battery,102 g (3.60 oz),Mini-SIM,Yes,,,Class 12,,Wi-Fi 802.11 b/g/n,QWERTY,"SMS, MMS, Email, Push Email, IM",,,1.07 W/kg (head)     0.57 W/kg (body)
,No,,,GSM,Up to 580 h,,LG,,,,,"TFT, 256K colors",Black,,,,2011,,No,https://fdn2.gsmarena.com/vv/bigpic/lg-c360.jpg,,Yes,,,,Yes,,,"1000 contacts, Photocall",50MB,microUSB 2.0,Up to 9 h,LG C360,,microSDHC (dedicated slot),,2 MP,0.88 W/kg (head)     0.69 W/kg (body),113 x 61.9 x 12.9 mm (4.45 x 2.44 x 0.51 in),,,,,"Yes, MIDP 2.0",Yes,Yes,,,,,,"320 x 240 pixels, 4:3 ratio (~174 ppi density)",,SNS integrationMP3/eAAC+/WAV playerMP4/H.263 playerOrganizerVoice memoPredictive text input,FM radio,,GSM 850 / 900 / 1800 / 1900,About 80 EUR,,,Discontinued,,"2.3 inches, 16.4 cm2(~23.4% screen-to-body ratio)",,,Yes,,,,,,"2.1, A2DP",Removable Li-Ion 950 mAh battery,102 g (3.60 oz),Mini-SIM,Yes,,,Yes,,No,QWERTY,"SMS, MMS, Email, IM",,,0.79 W/kg (head)     1.01 W/kg (body)
,Flashlight,,,GSM,Up to 250 h,,LG,,,,,"TFT, 65K colors","Dark Grey, Brown White, Black",,,,"2011, May. Released 2011, Q2",,No,https://fdn2.gsmarena.com/vv/bigpic/lg-a100-new.jpg,,Yes,,,,No,,,300 contacts,,No,Up to 4 h,LG A100,,No,,,,104 x 43.7 x 13 mm (4.09 x 1.72 x 0.51 in),,,,,No,No,,,,,,,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,No,No,,GSM 900 / 1800,About 30 EUR,,,Discontinued,,"1.5 inches, 7.3 cm2(~16.0% screen-to-body ratio)",,,Yes,,No,,,,No,Removable Li-Ion 950 mAh battery,58 g (2.05 oz),Mini-SIM,No,,,No,,No,,SMS,,,
